FREQ,TIME_FORMAT,TIME_PERIOD,NACE_R2,NA_ITEM,GEO,OBS_VALUE,UNIT,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,NACE_R2_DESC,NA_ITEM_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2000,C_HTC,B1G,EE,4.1169076052796983029541169076052796983,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Estonia
A,P1Y,2000,C_HTC,B1G,EE,39.3,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Estonia
A,P1Y,2000,C_HTC,B1G,EE,39.3,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Estonia
A,P1Y,2000,C_HTC,B1G,EL,0.7415892024862654892476611989599587240469,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Greece
A,P1Y,2000,C_HTC,B1G,EL,6.97897172160740336865062406978971721607,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Greece
A,P1Y,2000,C_HTC,B1G,EL,935.8,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Greece
A,P1Y,2000,C_HTC,B1G,EL,947.2,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Greece
A,P1Y,2000,C_HTC,B1G,ES,1.11835894789027959822610986981059036856,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Spain
A,P1Y,2000,C_HTC,B1G,ES,6.26360982474824795793197227161644304556,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Spain
A,P1Y,2000,C_HTC,B1G,ES,6587,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Spain
A,P1Y,2000,C_HTC,B1G,ES,6587,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Spain
A,P1Y,2000,C_HTC,B1G,EU28,2.10900362669204346157790028598294813456,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,European Union
A,P1Y,2000,C_HTC,B1G,EU28,11.297953096417385433035933732621074738,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,European Union
A,P1Y,2000,C_HTC,B1G,EU28,182721.4,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",European Union
A,P1Y,2000,C_HTC,B1G,EU28,182721.4,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",European Union
A,P1Y,2000,C_HTC,B1G,FI,7.57155661286134309479732955830492289393,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Finland
A,P1Y,2000,C_HTC,B1G,FI,27.43164092136809201541683105216837121787,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Finland
A,P1Y,2000,C_HTC,B1G,FI,9039,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Finland
A,P1Y,2000,C_HTC,B1G,FI,9039,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Finland
A,P1Y,2000,C_HTC,B1G,FR,1.96269285198904354159299908545389157087,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,France
A,P1Y,2000,C_HTC,B1G,FR,12.16090590153366065130358819599837431037,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,France
A,P1Y,2000,C_HTC,B1G,FR,26032,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",France
A,P1Y,2000,C_HTC,B1G,FR,26032,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",France
A,P1Y,2000,C_HTC,B1G,HR,2.48962655601659751037344398340248962656,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Croatia
A,P1Y,2000,C_HTC,B1G,HR,12.23122032951689472214465233175090756772,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Croatia
A,P1Y,2000,C_HTC,B1G,HR,481.8,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Croatia
A,P1Y,2000,C_HTC,B1G,HR,3682.3,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Croatia
A,P1Y,2000,C_HTC,B1G,HU,3.06064976990177896833573734459784325847,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Hungary
A,P1Y,2000,C_HTC,B1G,HU,13.65447079732794018508304222589936875651,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Hungary
A,P1Y,2000,C_HTC,B1G,HU,1336.8,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Hungary
A,P1Y,2000,C_HTC,B1G,HU,347622,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Hungary
A,P1Y,2000,C_HTC,B1G,IE,12.72779388010418164941860886247670451547,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Ireland
A,P1Y,2000,C_HTC,B1G,IE,49.03680551125853160681252790712508770811,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Ireland
A,P1Y,2000,C_HTC,B1G,IE,12300,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Ireland
A,P1Y,2000,C_HTC,B1G,IE,12300,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Ireland
A,P1Y,2000,C_HTC,B1G,IT,1.29195233716680364587935575693382542175,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Italy
A,P1Y,2000,C_HTC,B1G,IT,6.58758303574988965234645175573085897914,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Italy
A,P1Y,2000,C_HTC,B1G,IT,14372.4,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Italy
A,P1Y,2000,C_HTC,B1G,IT,14372.4,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Italy
A,P1Y,2000,C_HTC,B1G,LT,0.9435323831860003608154429009561609236875,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Lithuania
A,P1Y,2000,C_HTC,B1G,LT,4.99594020155705210870707360175765391412,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Lithuania
A,P1Y,2000,C_HTC,B1G,LT,104.6,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Lithuania
A,P1Y,2000,C_HTC,B1G,LT,112,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Lithuania
A,P1Y,2000,C_HTC,B1G,LU,,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Luxembourg
A,P1Y,2000,C_HTC,B1G,LU,,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Luxembourg
A,P1Y,2000,C_HTC,B1G,LU,,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Luxembourg
A,P1Y,2000,C_HTC,B1G,LU,,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Luxembourg
A,P1Y,2000,C_HTC,B1G,LV,0.4497323638814365514470495224023743795119,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Latvia
A,P1Y,2000,C_HTC,B1G,LV,2.95419717350587434020091946194449174187,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Latvia
A,P1Y,2000,C_HTC,B1G,LV,27.6,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Latvia
A,P1Y,2000,C_HTC,B1G,LV,34.7,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Latvia
A,P1Y,2000,C_HTC,B1G,MT,,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Malta
A,P1Y,2000,C_HTC,B1G,MT,,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Malta
A,P1Y,2000,C_HTC,B1G,MT,,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Malta
A,P1Y,2000,C_HTC,B1G,MT,,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Malta
A,P1Y,2000,C_HTC,B1G,NL,1.92887697372311695479903014055076977666,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Netherlands
A,P1Y,2000,C_HTC,B1G,NL,12.96949815265834948721772122537568136256,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Netherlands
A,P1Y,2000,C_HTC,B1G,NL,7828,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Netherlands
A,P1Y,2000,C_HTC,B1G,NL,7828,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Netherlands
A,P1Y,2000,C_HTC,B1G,PL,0.8571219983987035169997471954685843609928,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Poland
A,P1Y,2000,C_HTC,B1G,PL,4.73904558570880523076409854385935649592,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Poland
A,P1Y,2000,C_HTC,B1G,PL,1420.6,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Poland
A,P1Y,2000,C_HTC,B1G,PL,5694,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Poland
A,P1Y,2000,C_HTC,B1G,PT,0.9295095968155475788225737791021642936429,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Portugal
A,P1Y,2000,C_HTC,B1G,PT,5.41202038757082611057928643502108612972,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Portugal
A,P1Y,2000,C_HTC,B1G,PT,1045.9,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Portugal
A,P1Y,2000,C_HTC,B1G,PT,1045.9,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Portugal
A,P1Y,2000,C_HTC,B1G,RO,1.18723827970482724755500388744151787541,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Romania
A,P1Y,2000,C_HTC,B1G,RO,5.41091632475444485888350118115131169961,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Romania
A,P1Y,2000,C_HTC,B1G,RO,435.2,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Romania
A,P1Y,2000,C_HTC,B1G,RO,867,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Romania
A,P1Y,2000,C_HTC,B1G,SE,3.26091143038320990360290926475429006165,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Sweden
A,P1Y,2000,C_HTC,B1G,SE,14.39658089092474068308554258897940365437,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Sweden
A,P1Y,2000,C_HTC,B1G,SE,8212.4,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Sweden
A,P1Y,2000,C_HTC,B1G,SE,69355,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Sweden
A,P1Y,2000,C_HTC,B1G,SI,3.33054042731462086300795978215333054043,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Slovenia
A,P1Y,2000,C_HTC,B1G,SI,13.42791993919432480364834051178109956929,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Slovenia
A,P1Y,2000,C_HTC,B1G,SI,548.3,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Slovenia
A,P1Y,2000,C_HTC,B1G,SI,636,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Slovenia
A,P1Y,2000,C_HTC,B1G,SK,1.04060798203965232164798325318932694204,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,Slovakia
A,P1Y,2000,C_HTC,B1G,SK,4.60073325583474917285164982562818563892,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Slovakia
A,P1Y,2000,C_HTC,B1G,SK,205.8,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",Slovakia
A,P1Y,2000,C_HTC,B1G,SK,291.1,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Slovakia
A,P1Y,2000,C_HTC,B1G,UK,1.79410448717463663961748000089809733614,PERC_OF_TOTAL,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total value added,United Kingdom
A,P1Y,2000,C_HTC,B1G,UK,11.93935041295706980026993895417229039488,PERC_OF_MANUF,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross",Percentage of total manufacturing,United Kingdom
A,P1Y,2000,C_HTC,B1G,UK,17630,CP_MNAC,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million units of national currency",United Kingdom
A,P1Y,2000,C_HTC,B1G,UK,28926.3,CP_MEUR,Annual,Annual,Year 2000,High-technology manufacturing,"Value added, gross","Current prices, million euro",United Kingdom
A,P1Y,2000,C_HTC_M,B1G,AT,5.47447131747810358358408769478053222876,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Austria
A,P1Y,2000,C_HTC_M,B1G,AT,26.82120056337448982738945831748414224178,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Austria
A,P1Y,2000,C_HTC_M,B1G,AT,10435.7,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Austria
A,P1Y,2000,C_HTC_M,B1G,AT,10435.7,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Austria
A,P1Y,2000,C_HTC_M,B1G,BE,6.81442219455930968300110136494020349445,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Belgium
A,P1Y,2000,C_HTC_M,B1G,BE,34.65337725571142908619358914188989303374,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Belgium
A,P1Y,2000,C_HTC_M,B1G,BE,15579.5,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Belgium
A,P1Y,2000,C_HTC_M,B1G,BE,15579.5,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Belgium
A,P1Y,2000,C_HTC_M,B1G,BG,2.38368004803703908540005846613309736191,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Bulgaria
A,P1Y,2000,C_HTC_M,B1G,BG,17.22720264946040084508650716610517900988,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Bulgaria
A,P1Y,2000,C_HTC_M,B1G,BG,301.7,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Bulgaria
A,P1Y,2000,C_HTC_M,B1G,BG,589,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Bulgaria
A,P1Y,2000,C_HTC_M,B1G,CY,0.6267331660690523835160035348969496277185,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Cyprus
A,P1Y,2000,C_HTC_M,B1G,CY,7.00738216922203293583191368540601930721,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Cyprus
A,P1Y,2000,C_HTC_M,B1G,CY,60.5,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Cyprus
A,P1Y,2000,C_HTC_M,B1G,CY,61.7,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Cyprus
A,P1Y,2000,C_HTC_M,B1G,CZ,8.30530235787722268986004709858933501901,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Czechia
A,P1Y,2000,C_HTC_M,B1G,CZ,32.36335790178998755623624006891930697808,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Czechia
A,P1Y,2000,C_HTC_M,B1G,CZ,5071.5,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Czechia
A,P1Y,2000,C_HTC_M,B1G,CZ,180545,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Czechia
A,P1Y,2000,C_HTC_M,B1G,DE,10.16253472351850264669059826722872801633,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Germany
A,P1Y,2000,C_HTC_M,B1G,DE,44.60126507789621376631828178329367945668,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Germany
A,P1Y,2000,C_HTC_M,B1G,DE,193272,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Germany
A,P1Y,2000,C_HTC_M,B1G,DE,193272,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Germany
A,P1Y,2000,C_HTC_M,B1G,DK,4.38651000807897178619610840037010689151,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Denmark
A,P1Y,2000,C_HTC_M,B1G,DK,26.71601721974233927975727152864926689012,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Denmark
A,P1Y,2000,C_HTC_M,B1G,DK,6727.2,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Denmark
A,P1Y,2000,C_HTC_M,B1G,DK,50143,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Denmark
A,P1Y,2000,C_HTC_M,B1G,EE,2.09201231660930990762543017569280927368,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Estonia
A,P1Y,2000,C_HTC_M,B1G,EE,12.09930861093651791326209930861093651791,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Estonia
A,P1Y,2000,C_HTC_M,B1G,EE,115.5,CP_MEUR,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million euro",Estonia
A,P1Y,2000,C_HTC_M,B1G,EE,115.5,CP_MNAC,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross","Current prices, million units of national currency",Estonia
A,P1Y,2000,C_HTC_M,B1G,EL,1.25104031530067950302875615479108746321,PERC_OF_TOTAL,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total value added,Greece
A,P1Y,2000,C_HTC_M,B1G,EL,11.77333077909255684413728061773330779093,PERC_OF_MANUF,Annual,Annual,Year 2000,Medium high-technology manufacturing,"Value added, gross",Percentage of total manufacturing,Greece
